event_id,event_date,landslide_category,landslide_trigger,landslide_size,landslide_setting,country_name,admin_division_name,longitude,latitude,state_normalized
7383,2015-08-01 00:00:00,landslide,rain,medium,unknown,India,Manipur,94.1434,23.899,Manipur
8900,2016-07-07 00:00:00,landslide,monsoon,large,above_road,India,Manipur,94.3136,25.0118,Manipur
4757,2013-02-18 00:00:00,landslide,rain,medium,unknown,India,Arunāchal Pradesh,95.1645,28.1193,Arunachal Pradesh
7666,2015-08-11 00:00:00,landslide,continuous_rain,medium,unknown,India,Manipur,93.3729,25.1019,Manipur
2113,2010-07-21 08:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.559,27.3773,Sikkim
2045,2010-07-06 00:00:00,mudslide,monsoon,medium,unknown,India,Nāgāland,94.8133,26.2363,Nagaland
7701,2015-08-19 15:00:00,landslide,continuous_rain,medium,above_road,India,Nagaland,94.1051,25.6278,Nagaland
2422,2010-09-13 00:00:00,landslide,downpour,medium,urban,India,Mizoram,92.7141905,23.74182634,Mizoram
6513,2014-08-14 23:00:00,mudslide,downpour,medium,unknown,India,Tripura,91.7174,23.0137,Tripura
4990,2013-06-27 23:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.7628,27.3765,Sikkim
2248,2010-08-14 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.9152,26.222,Nagaland
5268,2013-08-04 00:00:00,landslide,continuous_rain,medium,unknown,India,Nāgāland,94.5163,26.0137,Nagaland
6106,2014-06-26 23:00:00,landslide,continuous_rain,small,unknown,India,Assam,91.7645,26.1407,Assam
3965,2011-09-06 08:00:00,landslide,rain,medium,unknown,India,Assam,93.117,24.808,Assam
6969,2015-06-16 06:15:00,landslide,downpour,medium,urban,India,Meghalaya,90.215,25.5114,Meghalaya
2044,2010-07-06 00:00:00,mudslide,monsoon,medium,unknown,India,Nāgāland,94.7861,25.8877,Nagaland
2587,2010-10-10 06:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1072,25.6623,Nagaland
8684,2016-07-07 00:00:00,landslide,continuous_rain,medium,retaining_wall,India,Assam,91.3681,25.9611,Assam
1596,2010-03-27 20:00:00,mudslide,downpour,medium,unknown,India,Manipur,93.9161,24.7339,Manipur
1771,2010-04-20 00:00:00,landslide,downpour,medium,unknown,India,Assam,91.7665,26.1978,Assam
7364,2015-07-31 09:00:00,landslide,continuous_rain,medium,below_road,India,Manipur,94.3551,24.819,Manipur
6968,2015-06-13 00:00:00,landslide,continuous_rain,medium,unknown,India,Meghalaya,92.2121,25.463,Meghalaya
7373,2015-08-01 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,94.4759,24.9111,Manipur
4570,2012-09-19 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,95.2253,27.8458,Arunachal Pradesh
1935,2010-06-03 00:00:00,landslide,downpour,medium,unknown,India,Tripura,91.7599,23.8986,Tripura
2577,2010-10-09 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,93.8673,25.5265,Nagaland
7276,2015-07-25 09:00:00,landslide,continuous_rain,medium,natural_slope,India,Assam,91.8717,26.1062,Assam
2576,2010-10-09 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1399,25.4788,Nagaland
6293,2014-10-20 00:00:00,landslide,rain,medium,unknown,India,Meghalaya,90.0896,25.5006,Meghalaya
4858,2013-05-11 09:00:00,landslide,rain,medium,unknown,India,Assam,91.7138,26.1662,Assam
5269,2013-08-04 00:00:00,landslide,continuous_rain,medium,unknown,India,Nāgāland,94.5234,25.8376,Nagaland
5270,2013-08-04 00:00:00,landslide,continuous_rain,medium,unknown,India,Nāgāland,94.4619,26.0481,Nagaland
6284,2014-09-22 00:00:00,landslide,rain,small,unknown,India,Assam,91.8342,26.1324,Assam
4394,2012-06-07 04:30:00,landslide,rain,large,unknown,India,Sikkim,88.6458,27.1748,Sikkim
9251,2016-07-28 23:00:00,landslide,downpour,medium,retaining_wall,India,Nagaland,94.7844,25.8702,Nagaland
7699,2015-08-19 00:00:00,landslide,continuous_rain,medium,unknown,India,Nagaland,94.5224,26.0214,Nagaland
7664,2015-08-11 00:00:00,landslide,continuous_rain,medium,unknown,India,Manipur,93.4251,24.7459,Manipur
7589,2015-08-19 00:00:00,landslide,rain,medium,above_road,India,Meghalaya,92.3825,25.2568,Meghalaya
7887,2015-08-16 00:00:00,landslide,continuous_rain,medium,above_road,India,Arunachal Pradesh,96.9262,27.8835,Arunachal Pradesh
9404,2016-05-01 00:00:00,landslide,downpour,medium,above_road,India,Arunachal Pradesh,96.5316,28.0822,Arunachal Pradesh
6287,2014-09-22 00:00:00,landslide,rain,small,unknown,India,Assam,91.7056,26.1295,Assam
2296,2010-08-20 00:00:00,complex,downpour,medium,unknown,India,Sikkim,88.3652,27.167,Sikkim
2304,2010-08-21 18:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1211,25.5718,Nagaland
5273,2013-08-04 00:00:00,landslide,monsoon,medium,unknown,India,Nāgāland,94.5497,26.1807,Nagaland
1125,2009-08-26 00:00:00,landslide,rain,medium,unknown,India,Sikkim,88.7648,27.3746,Sikkim
8995,2016-07-14 00:00:00,landslide,monsoon,small,unknown,India,Assam,91.8074,26.1963,Assam
2567,2010-10-08 00:00:00,complex,downpour,medium,unknown,India,Manipur,94.4703,25.6633,Manipur
3794,2011-07-17 00:00:00,landslide,rain,medium,above_road,India,Sikkim,88.42280921,26.99195749,Sikkim
6285,2014-09-22 00:00:00,landslide,rain,small,above_road,India,Assam,91.8178,26.159,Assam
868,2008-10-29 00:00:00,landslide,downpour,medium,unknown,India,Assam,91.25,26.3333,Assam
5005,2013-07-01 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,95.029,26.72,Nagaland
3860,2011-07-29 00:00:00,landslide,rain,medium,unknown,India,Nāgāland,94.108,25.4192,Nagaland
5476,2013-09-07 15:00:00,landslide,rain,medium,unknown,India,Sikkim,88.7323,27.3736,Sikkim
1127,2009-08-27 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.123,25.1718,Assam
5603,2013-10-13 19:30:00,mudslide,downpour,medium,unknown,India,Manipur,94.6024,25.426,Manipur
2042,2010-07-06 00:00:00,mudslide,monsoon,medium,unknown,India,Nāgāland,94.5238,26.0093,Nagaland
5442,2013-09-02 00:00:00,landslide,downpour,large,unknown,India,Arunāchal Pradesh,93.7525,27.1614,Arunachal Pradesh
7933,2015-09-01 00:00:00,rock_fall,rain,medium,unknown,India,Assam,91.6739,26.1868,Assam
3637,2011-06-21 00:00:00,landslide,rain,medium,deforested_slope,India,Nāgāland,94.2341227,25.51614662,Nagaland
3837,2011-07-24 12:30:00,landslide,downpour,medium,unknown,India,Assam,93.0038,26.5836,Assam
220,2007-08-31 00:00:00,landslide,rain,medium,unknown,India,Manipur,93.9667,25.1333,Manipur
212,2007-08-26 00:00:00,complex,rain,medium,unknown,India,Meghālaya,91.8506,25.5576,Meghalaya
7372,2015-07-31 23:00:00,mudslide,continuous_rain,medium,above_road,India,Manipur,94.3415,25.0634,Manipur
2570,2010-10-08 00:00:00,landslide,downpour,medium,unknown,India,Manipur,93.9128,24.837,Manipur
126,2007-07-16 00:00:00,mudslide,rain,medium,unknown,India,Sikkim,88.38,27.1499,Sikkim
1168,2009-09-17 00:00:00,landslide,rain,medium,unknown,India,Sikkim,88.6115,27.1954,Sikkim
3806,2011-07-19 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,93.6884,27.1032,Arunachal Pradesh
2026,2010-06-28 00:00:00,landslide,downpour,medium,unknown,India,Meghālaya,91.2698,25.4916,Meghalaya
714,2008-08-14 00:00:00,landslide,rain,medium,unknown,India,Assam,94.0,27.163,Assam
6110,2014-06-27 00:00:00,landslide,rain,small,unknown,India,Assam,91.7697,26.1619,Assam
247,2007-09-08 00:00:00,landslide,rain,medium,unknown,India,Manipur,93.9877,25.0604,Manipur
4407,2012-06-13 00:00:00,landslide,downpour,medium,unknown,India,Assam,92.3567,25.0951,Assam
3789,2011-07-16 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,92.9064,27.2743,Arunachal Pradesh
6292,2014-09-23 00:00:00,landslide,continuous_rain,small,unknown,India,Assam,89.9032,25.7238,Assam
545,2008-05-20 00:00:00,mudslide,mining,medium,unknown,India,Assam,92.8411,24.9849,Assam
7265,2015-07-22 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,93.9854,25.5007,Manipur
2436,2010-09-16 03:00:00,landslide,downpour,medium,unknown,India,Mizoram,93.125,24.3069,Mizoram
7727,2015-08-20 18:00:00,landslide,continuous_rain,medium,below_road,India,Nagaland,94.1057,25.6263,Nagaland
7334,2015-08-18 00:00:00,landslide,unknown,medium,unknown,India,Arunachal Pradesh,94.7596,28.1737,Arunachal Pradesh
6200,2014-08-17 00:00:00,landslide,downpour,large,unknown,India,Arunachal Pradesh,93.6086,27.0869,Arunachal Pradesh
7778,2015-08-26 00:00:00,mudslide,continuous_rain,medium,above_road,India,Mizoram,93.0514,23.8447,Mizoram
6290,2014-09-23 03:00:00,landslide,continuous_rain,small,urban,India,Meghalaya,91.8666,25.5772,Meghalaya
4408,2012-06-13 00:00:00,landslide,downpour,medium,unknown,India,Meghālaya,92.0757,25.5498,Meghalaya
4403,2012-06-10 00:00:00,landslide,downpour,very_large,unknown,India,Manipur,93.5444,24.8142,Manipur
5429,2013-09-01 18:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.2426,27.3425,Sikkim
2140,2010-07-25 00:00:00,landslide,downpour,medium,unknown,India,Assam,92.801,25.0477,Assam
2243,2010-08-13 00:00:00,landslide,downpour,medium,mine,India,Nāgāland,94.04619681,25.70223725,Nagaland
9142,2016-06-14 08:00:00,landslide,continuous_rain,medium,retaining_wall,India,Nagaland,94.5247,26.3185,Nagaland
6107,2014-06-26 23:00:00,landslide,continuous_rain,small,unknown,India,Assam,91.7896,26.1844,Assam
255,2007-09-10 00:00:00,landslide,rain,medium,unknown,India,Manipur,94.0691,24.2451,Manipur
7660,2015-08-12 00:00:00,mudslide,continuous_rain,medium,below_road,India,Nagaland,94.1136,25.6237,Nagaland
4556,2012-09-16 00:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.3651,27.1675,Sikkim
7389,2015-08-01 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,94.0644,24.4072,Manipur
2437,2010-09-16 00:00:00,landslide,downpour,medium,unknown,India,Mizoram,92.694,23.7527,Mizoram
731,2008-08-19 00:00:00,mudslide,downpour,medium,unknown,India,Nāgāland,94.25,26.138,Nagaland
7371,2015-08-01 00:00:00,landslide,continuous_rain,medium,unknown,India,Manipur,94.0573,23.9939,Manipur
7923,2015-09-01 00:00:00,landslide,rain,medium,unknown,India,Assam,91.72137514,26.49349035,Assam
760,2008-08-29 00:00:00,complex,downpour,medium,unknown,India,Nāgāland,94.1066,25.67,Nagaland
2182,2010-07-31 09:00:00,landslide,rain,medium,unknown,India,Manipur,93.8443,24.9356,Manipur
1954,2010-06-07 00:00:00,landslide,rain,medium,unknown,India,Manipur,93.5039,24.7543,Manipur
6963,2015-06-19 00:00:00,landslide,rain,medium,natural_slope,India,Mizoram,92.7362,23.7131,Mizoram
5336,2013-08-16 00:00:00,landslide,rain,medium,unknown,India,Nāgāland,94.9439,26.3897,Nagaland
7590,2015-08-19 00:00:00,landslide,rain,small,unknown,India,Meghalaya,92.3807,25.1416,Meghalaya
1222,2009-10-05 00:00:00,landslide,downpour,medium,urban,India,Mizoram,92.72124394,23.73478778,Mizoram
8222,2016-06-22 12:00:00,mudslide,downpour,medium,natural_slope,India,Assam,91.7825,26.1961,Assam
7706,2015-08-19 00:00:00,landslide,rain,medium,above_road,India,Meghalaya,92.3636,25.0728,Meghalaya
9620,2016-10-15 00:00:00,landslide,downpour,medium,above_road,India,Sikkim,88.5292,27.172,Sikkim
8224,2015-09-14 01:30:00,landslide,downpour,medium,above_road,India,Mizoram,92.7187,23.7313,Mizoram
4241,2012-03-04 00:00:00,landslide,unknown,medium,unknown,India,Manipur,93.6795,25.1604,Manipur
755,2008-08-28 00:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.609,27.337,Sikkim
1756,2010-04-17 00:00:00,landslide,downpour,small,unknown,India,Sikkim,88.6087,27.322,Sikkim
1930,2010-05-31 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,95.8776,28.4298,Arunachal Pradesh
9334,2016-05-18 08:00:00,landslide,continuous_rain,unknown,unknown,India,Assam,92.7264,24.5204,Assam
8237,2016-07-01 00:00:00,landslide,downpour,large,unknown,India,Arunachal Pradesh,92.6351,27.0136,Arunachal Pradesh
585,2008-06-14 00:00:00,landslide,rain,large,unknown,India,Arunāchal Pradesh,93.6287,27.0998,Arunachal Pradesh
4859,2013-05-11 00:00:00,landslide,rain,medium,unknown,India,Assam,91.7599,26.1771,Assam
4436,2012-06-25 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,95.4993,26.9986,Arunachal Pradesh
3916,2011-08-13 08:00:00,mudslide,downpour,medium,unknown,India,Assam,93.8067,25.7713,Assam
5250,2013-08-01 00:00:00,mudslide,rain,medium,unknown,India,Arunachal Pradesh,93.0515,27.8837,Arunachal Pradesh
3805,2011-07-19 00:00:00,landslide,rain,medium,above_road,India,Sikkim,88.42572376,27.05374234,Sikkim
3738,2011-07-06 00:00:00,landslide,downpour,medium,unknown,India,Manipur,93.9482,24.8063,Manipur
2426,2010-09-13 00:00:00,landslide,downpour,medium,unknown,India,Mizoram,92.8416,22.7176,Mizoram
1084,2009-08-12 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,92.8,27.7,Arunachal Pradesh
7266,2015-07-22 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,93.8794,25.5098,Manipur
1129,2009-08-30 00:00:00,landslide,downpour,medium,unknown,India,Manipur,94.4182,24.8628,Manipur
2166,2010-07-29 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.5027,24.9786,Assam
213,2007-08-26 00:00:00,landslide,rain,medium,unknown,India,Assam,92.8339,25.2946,Assam
4426,2012-06-22 00:00:00,landslide,downpour,medium,unknown,India,Assam,91.7162,26.1226,Assam
8366,2015-09-23 15:00:00,landslide,downpour,medium,natural_slope,India,Meghalaya,91.893,25.583,Meghalaya
1934,2010-06-03 05:00:00,landslide,downpour,medium,unknown,India,Assam,92.3814,24.6005,Assam
7655,2016-04-22 02:30:00,landslide,continuous_rain,medium,above_road,India,Arunachal Pradesh,91.8569,27.5799,Arunachal Pradesh
9464,2016-08-05 00:00:00,landslide,downpour,medium,unknown,India,Arunachal Pradesh,91.9754,27.5754,Arunachal Pradesh
3912,2011-08-12 00:00:00,landslide,rain,medium,unknown,India,Arunāchal Pradesh,92.2833,27.44,Arunachal Pradesh
5272,2013-08-04 00:00:00,landslide,monsoon,medium,unknown,India,Nāgāland,94.5438,26.2083,Nagaland
580,2008-06-09 00:00:00,landslide,monsoon,medium,unknown,India,Manipur,93.9784,24.6596,Manipur
5575,2013-10-05 23:00:00,mudslide,continuous_rain,medium,unknown,India,Nāgāland,94.1497,25.8266,Nagaland
8996,2016-07-14 00:00:00,landslide,monsoon,small,natural_slope,India,Assam,91.7702,26.1768,Assam
1613,2010-04-02 23:00:00,mudslide,downpour,large,unknown,India,Arunāchal Pradesh,93.3497,27.8997,Arunachal Pradesh
7138,2015-07-07 00:00:00,landslide,continuous_rain,small,above_road,India,Sikkim,88.4397,27.0816,Sikkim
4857,2013-05-11 09:00:00,landslide,rain,large,unknown,India,Mizoram,92.7175,23.7281,Mizoram
6945,2015-06-19 00:00:00,landslide,monsoon,medium,above_road,India,Manipur,93.686,25.16,Manipur
1857,2010-05-11 09:00:00,landslide,downpour,medium,unknown,India,Meghālaya,92.2897,25.3433,Meghalaya
2743,2010-11-22 00:00:00,landslide,unknown,medium,natural_slope,India,Arunāchal Pradesh,91.85672387,27.5798729,Arunachal Pradesh
4860,2013-05-11 00:00:00,landslide,rain,medium,unknown,India,Assam,91.6906,26.1016,Assam
