event_id,event_date,landslide_category,landslide_trigger,landslide_size,landslide_setting,country_name,admin_division_name,longitude,latitude,state_normalized,district,district_state,district_state_code,district_code,district_lgd,state_lgd,rainfall_7d,rainfall_48h,rainfall_24h,average_humidity_24h,soil_moisture,landslide
141,2007-07-26 00:00:00,landslide,rain,medium,unknown,India,Meghālaya,91.88,25.38,Meghalaya,East Khasi Hills,Meghalaya,17.0,298.0,274.0,17.0,350.9,131.4,85.5,97.96,0.492,1
3983,2011-09-23 00:00:00,landslide,downpour,large,unknown,India,Assam,91.7351,26.1548,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,151.2,57.0,32.2,92.58,0.492,1
148,2007-07-30 00:00:00,landslide,downpour,medium,unknown,India,Mizoram,92.967,22.479,Mizoram,Siaha,Mizoram,15.0,288.0,267.0,15.0,57.2,3.5,1.3,87.21,0.4,1
1775,2010-04-21 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,96.1779,27.8965,Arunachal Pradesh,Lohit,Arunachal Pradesh,12.0,259.0,234.0,12.0,209.7,77.7,39.8,87.62,0.492,1
3663,2011-06-28 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1099,25.6682,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,108.8,48.8,29.2,94.46,0.494,1
7385,2015-08-01 00:00:00,landslide,continuous_rain,medium,unknown,India,Manipur,93.9815,24.004,Manipur,Chandel,Manipur,14.0,280.0,253.0,14.0,640.9,415.0,212.5,99.96,0.431,1
2575,2010-10-09 00:00:00,landslide,downpour,medium,unknown,India,Assam,92.9914,25.5242,Assam,Dima Hasao,Assam,18.0,315.0,299.0,18.0,106.0,80.6,50.4,98.75,0.437,1
3840,2011-07-25 00:00:00,landslide,downpour,medium,unknown,India,Manipur,93.9157,24.6869,Manipur,Thoubal,Manipur,14.0,276.0,259.0,14.0,93.2,5.6,5.3,86.42,0.451,1
6015,2014-05-08 00:00:00,mudslide,rain,medium,above_road,India,Arunachal Pradesh,96.174,27.9032,Arunachal Pradesh,Lohit,Arunachal Pradesh,12.0,259.0,234.0,12.0,37.7,28.7,27.8,82.38,0.503,1
3741,2011-07-07 00:00:00,landslide,rain,medium,unknown,India,Nāgāland,94.1079,25.4191,Nagaland,Senapati,Manipur,14.0,272.0,257.0,14.0,122.0,21.7,7.7,89.92,0.488,1
2106,2010-07-20 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.9921,26.8716,Nagaland,Mon,Nagaland,13.0,261.0,247.0,13.0,168.9,78.1,41.1,90.38,0.506,1
9051,2016-07-19 09:00:00,landslide,unknown,medium,natural_slope,India,Meghalaya,91.8744337,26.09748244,Meghalaya,Ri Bhoi,Meghalaya,17.0,297.0,276.0,17.0,197.7,74.1,34.3,94.75,0.479,1
870,2008-10-29 00:00:00,mudslide,downpour,medium,unknown,India,Arunāchal Pradesh,92.35,27.4,Arunachal Pradesh,West Kameng,Arunachal Pradesh,12.0,246.0,242.0,12.0,132.9,110.6,13.2,95.08,0.419,1
2392,2010-09-04 00:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.7334,27.3702,Sikkim,Gangtok,Sikkim,11.0,244.0,225.0,11.0,135.7,28.2,15.6,94.42,0.427,1
3830,2011-07-22 00:00:00,landslide,downpour,small,unknown,India,Manipur,94.3429,24.3527,Manipur,Tengnoupal,Manipur,14.0,769.0,716.0,14.0,174.2,47.9,14.5,99.46,0.444,1
4906,2013-06-07 00:00:00,landslide,unknown,medium,unknown,India,Nāgāland,94.7499,26.0977,Nagaland,Tuensang,Nagaland,13.0,267.0,249.0,13.0,26.4,9.1,6.1,88.67,0.508,1
3269,2011-03-22 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,96.5242,28.0791,Arunachal Pradesh,Anjaw,Arunachal Pradesh,12.0,260.0,628.0,12.0,229.0,167.5,99.6,93.21,0.426,1
1755,2010-04-17 15:00:00,landslide,downpour,small,unknown,India,Sikkim,88.6083,27.3341,Sikkim,Gangtok,Sikkim,11.0,244.0,225.0,11.0,32.9,3.7,1.9,76.21,0.383,1
6990,2015-06-24 00:00:00,landslide,continuous_rain,medium,above_road,India,Nagaland,94.5466,26.0319,Nagaland,Zunheboto,Nagaland,13.0,263.0,251.0,13.0,111.5,67.2,33.0,92.54,0.513,1
6222,2014-10-01 11:00:00,landslide,unknown,small,above_road,India,Arunachal Pradesh,93.7706,27.1249,Arunachal Pradesh,Papum Pare,Arunachal Pradesh,12.0,248.0,237.0,12.0,64.8,1.0,0.0,77.96,0.36,1
9169,2016-06-12 00:00:00,landslide,continuous_rain,unknown,above_road,India,Nagaland,94.2442,26.1677,Nagaland,Wokha,Nagaland,13.0,264.0,250.0,13.0,103.7,63.5,8.3,84.88,0.473,1
4435,2012-06-25 00:00:00,landslide,downpour,large,unknown,India,Arunāchal Pradesh,95.8011,27.174,Arunachal Pradesh,Changlang,Arunachal Pradesh,12.0,253.0,229.0,12.0,220.4,62.2,41.1,93.04,0.52,1
4313,2012-04-08 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,95.86,28.4659,Arunachal Pradesh,Dibang Valley,Arunachal Pradesh,12.0,257.0,230.0,12.0,120.9,79.0,26.3,85.92,0.428,1
2344,2010-08-27 16:30:00,landslide,downpour,medium,unknown,India,Assam,93.4221,24.7505,Assam,Noney,Manipur,14.0,771.0,714.0,14.0,68.2,19.4,7.6,93.46,0.414,1
7263,2015-07-22 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,94.0489,25.4477,Manipur,Senapati,Manipur,14.0,272.0,257.0,14.0,178.5,66.8,31.1,97.46,0.425,1
5271,2013-08-04 00:00:00,landslide,continuous_rain,medium,unknown,India,Nāgāland,94.5808,26.284,Nagaland,Tuensang,Nagaland,13.0,267.0,249.0,13.0,68.2,20.7,3.8,90.21,0.497,1
4424,2012-06-20 00:00:00,landslide,downpour,medium,unknown,India,Assam,91.7351,26.149,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,109.2,44.3,30.8,87.67,0.443,1
3525,2011-05-22 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.4093,25.0672,Assam,Tamenglong,Manipur,14.0,273.0,258.0,14.0,92.9,41.9,17.4,99.83,0.426,1
7369,2015-08-01 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,94.1016,24.1988,Manipur,Chandel,Manipur,14.0,280.0,253.0,14.0,491.1,287.6,163.3,99.96,0.44,1
4892,2013-06-01 00:00:00,landslide,downpour,large,unknown,India,Arunāchal Pradesh,94.25,27.8776,Arunachal Pradesh,Upper Subansiri,Arunachal Pradesh,12.0,249.0,241.0,12.0,116.9,46.1,24.2,92.04,0.421,1
4377,2012-06-02 00:00:00,landslide,downpour,large,unknown,India,Assam,91.7356,26.1475,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,77.2,41.6,12.2,89.46,0.476,1
5430,2013-09-01 00:00:00,mudslide,continuous_rain,medium,unknown,India,Manipur,93.487,24.9037,Manipur,Tamenglong,Manipur,14.0,273.0,258.0,14.0,81.7,3.0,1.2,89.5,0.398,1
7264,2015-07-22 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,93.9827,25.4538,Manipur,Senapati,Manipur,14.0,272.0,257.0,14.0,178.5,66.8,31.1,98.12,0.444,1
5006,2013-07-01 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.3864,26.1147,Nagaland,Wokha,Nagaland,13.0,264.0,250.0,13.0,108.0,45.0,29.7,88.5,0.518,1
256,2007-09-10 00:00:00,landslide,rain,medium,unknown,India,Sikkim,88.6236,27.3425,Sikkim,Gangtok,Sikkim,11.0,244.0,225.0,11.0,441.1,138.6,78.5,98.92,0.42,1
9335,2016-05-18 08:00:00,landslide,continuous_rain,unknown,unknown,India,Assam,92.7239,24.5202,Assam,Hailakandi,Assam,18.0,318.0,289.0,18.0,81.8,28.5,23.0,85.88,0.423,1
7279,2015-07-24 00:00:00,mudslide,monsoon,medium,other,India,Manipur,93.5142,24.9818,Manipur,Tamenglong,Manipur,14.0,273.0,258.0,14.0,190.2,78.5,19.1,95.33,0.43,1
6288,2014-09-22 00:00:00,landslide,rain,small,unknown,India,Assam,91.7998,26.1985,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,128.7,86.3,27.7,92.29,0.48,1
5087,2013-07-12 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1139,25.6269,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,69.4,12.0,9.6,90.46,0.462,1
258,2007-09-11 00:00:00,landslide,rain,medium,unknown,India,Manipur,94.0564,24.4279,Manipur,Chandel,Manipur,14.0,280.0,253.0,14.0,130.6,4.9,1.9,90.0,0.434,1
5338,2013-08-16 00:00:00,landslide,rain,medium,unknown,India,Assam,94.9275,26.8727,Assam,Mon,Nagaland,13.0,261.0,247.0,13.0,117.4,39.8,27.6,85.79,0.467,1
2411,2010-09-10 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,93.7273,27.0011,Arunachal Pradesh,Lakhimpur,Assam,18.0,307.0,295.0,18.0,96.0,32.7,15.5,91.62,0.422,1
6143,2014-07-14 18:00:00,landslide,downpour,medium,unknown,India,Mizoram,92.7463,23.7327,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,115.9,73.0,47.0,92.96,0.423,1
4908,2013-06-08 17:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.708,27.3721,Sikkim,Gangtok,Sikkim,11.0,244.0,225.0,11.0,86.9,32.8,13.6,95.42,0.424,1
9124,2016-07-19 00:00:00,translational_slide,continuous_rain,large,natural_slope,India,Meghalaya,90.5573,25.203,Meghalaya,South Garo Hills,Meghalaya,17.0,295.0,277.0,17.0,159.3,80.4,39.1,96.96,0.448,1
2282,2010-08-19 06:30:00,landslide,downpour,medium,unknown,India,Nāgāland,94.8158,26.1984,Nagaland,Tuensang,Nagaland,13.0,267.0,249.0,13.0,124.1,20.5,15.5,92.29,0.5,1
9338,2016-05-18 08:00:00,landslide,continuous_rain,medium,natural_slope,India,Assam,92.4943,24.4638,Assam,Sribhumi,Assam,18.0,317.0,293.0,18.0,93.7,38.7,30.7,87.79,0.427,1
2421,2010-09-13 09:00:00,landslide,downpour,medium,above_road,India,Mizoram,92.74128531,23.75406693,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,41.7,9.4,5.3,92.96,0.411,1
2249,2010-08-14 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.803,26.0814,Nagaland,Tuensang,Nagaland,13.0,267.0,249.0,13.0,53.5,20.7,12.4,89.96,0.51,1
8901,2016-07-10 00:00:00,landslide,downpour,medium,above_road,India,Nagaland,94.1318,25.7902,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,130.0,5.4,3.6,87.38,0.435,1
2283,2010-08-19 00:00:00,mudslide,downpour,medium,unknown,India,Manipur,93.4957,24.8961,Manipur,Tamenglong,Manipur,14.0,273.0,258.0,14.0,125.1,8.7,4.6,95.54,0.416,1
6016,2014-05-09 23:00:00,landslide,rain,small,unknown,India,Assam,92.3576,24.8669,Assam,Sribhumi,Assam,18.0,317.0,293.0,18.0,176.0,106.2,65.9,95.38,0.466,1
215,2007-08-28 00:00:00,landslide,rain,medium,unknown,India,Nāgāland,93.9136,25.7428,Nagaland,Chumoukedima,Nagaland,13.0,818.0,758.0,13.0,142.2,102.1,61.9,91.5,0.479,1
7780,2015-08-26 00:00:00,landslide,continuous_rain,medium,above_road,India,Mizoram,92.7878,23.3572,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,106.6,14.2,5.2,91.08,0.412,1
2281,2010-08-19 18:00:00,landslide,downpour,medium,above_road,India,Nāgāland,94.11603493,25.61560252,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,73.1,11.2,8.1,91.62,0.449,1
1996,2010-06-17 19:30:00,landslide,downpour,medium,unknown,India,Nāgāland,94.8833,26.4333,Nagaland,Longleng,Nagaland,13.0,268.0,615.0,13.0,103.2,23.2,9.2,85.96,0.492,1
6283,2014-09-22 00:00:00,landslide,rain,small,unknown,India,Assam,91.7548,26.1314,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,128.7,86.3,27.7,92.58,0.469,1
8930,2016-07-11 23:00:00,landslide,unknown,large,unknown,India,Nagaland,94.4922,26.1699,Nagaland,Zunheboto,Nagaland,13.0,263.0,251.0,13.0,130.2,26.9,13.6,92.21,0.51,1
869,2008-10-29 00:00:00,landslide,downpour,medium,unknown,India,Assam,94.1167,27.2333,Assam,Lakhimpur,Assam,18.0,307.0,295.0,18.0,45.7,37.2,0.8,85.67,0.366,1
285,2007-09-29 00:00:00,landslide,rain,medium,unknown,India,Mizoram,92.6921,24.1293,Mizoram,Kolasib,Mizoram,15.0,282.0,263.0,15.0,27.3,16.1,5.5,90.04,0.397,1
3662,2011-06-28 00:00:00,landslide,rain,medium,below_road,India,Manipur,94.0144205,25.03561729,Manipur,Imphal East,Manipur,14.0,278.0,255.0,14.0,41.0,15.4,8.2,93.92,0.501,1
5427,2013-08-15 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1884,25.3833,Nagaland,Senapati,Manipur,14.0,272.0,257.0,14.0,147.6,33.7,19.8,97.46,0.505,1
8339,2015-09-23 00:00:00,landslide,continuous_rain,medium,above_road,India,Assam,91.7042,26.1666,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,151.8,46.3,22.6,95.33,0.452,1
4905,2013-06-07 00:00:00,landslide,unknown,medium,unknown,India,Nāgāland,94.7031,26.0977,Nagaland,Tuensang,Nagaland,13.0,267.0,249.0,13.0,26.4,9.1,6.1,88.58,0.508,1
9186,2016-07-25 12:30:00,landslide,continuous_rain,medium,above_road,India,Manipur,94.1383,25.48,Manipur,Senapati,Manipur,14.0,272.0,257.0,14.0,73.6,28.1,22.0,99.5,0.503,1
5107,2013-07-15 00:00:00,landslide,rain,medium,unknown,India,Nāgāland,94.1139,25.6269,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,84.8,25.0,14.4,91.79,0.48,1
7253,2015-07-22 00:00:00,landslide,continuous_rain,medium,urban,India,Assam,92.9974,24.7979,Assam,Cachar,Assam,18.0,316.0,282.0,18.0,349.8,103.1,48.3,87.62,0.501,1
6286,2014-09-22 00:00:00,landslide,rain,small,unknown,India,Assam,91.7082,26.1044,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,141.0,103.7,29.6,92.62,0.472,1
594,2008-06-19 00:00:00,mudslide,monsoon,medium,unknown,India,Manipur,93.8275,24.9336,Manipur,Kangpokpi,Manipur,14.0,767.0,712.0,14.0,60.6,24.5,6.9,91.83,0.493,1
5337,2013-08-16 00:00:00,landslide,rain,medium,unknown,India,Nāgāland,94.9731,26.4205,Nagaland,Mon,Nagaland,13.0,261.0,247.0,13.0,82.8,21.9,12.8,89.29,0.48,1
3881,2011-08-05 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,93.6885,27.1034,Arunachal Pradesh,Papum Pare,Arunachal Pradesh,12.0,248.0,237.0,12.0,57.7,39.7,23.8,94.29,0.43,1
3925,2011-08-15 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,93.0153,27.4888,Arunachal Pradesh,East Kameng,Arunachal Pradesh,12.0,247.0,231.0,12.0,129.8,44.3,25.2,96.62,0.43,1
7383,2015-08-01 00:00:00,landslide,rain,medium,unknown,India,Manipur,94.1434,23.899,Manipur,Chandel,Manipur,14.0,280.0,253.0,14.0,750.4,433.2,198.8,99.96,0.489,1
8900,2016-07-07 00:00:00,landslide,monsoon,large,above_road,India,Manipur,94.3136,25.0118,Manipur,Ukhrul,Manipur,14.0,279.0,260.0,14.0,160.1,22.1,5.3,88.0,0.421,1
4757,2013-02-18 00:00:00,landslide,rain,medium,unknown,India,Arunāchal Pradesh,95.1645,28.1193,Arunachal Pradesh,Siang,Arunachal Pradesh,12.0,764.0,679.0,12.0,11.3,11.3,11.2,82.04,0.398,1
7666,2015-08-11 00:00:00,landslide,continuous_rain,medium,unknown,India,Manipur,93.3729,25.1019,Manipur,Tamenglong,Manipur,14.0,273.0,258.0,14.0,68.6,31.3,23.8,98.29,0.495,1
2113,2010-07-21 08:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.559,27.3773,Sikkim,Mangan,Sikkim,11.0,241.0,226.0,11.0,263.1,72.8,29.7,97.54,0.434,1
2045,2010-07-06 00:00:00,mudslide,monsoon,medium,unknown,India,Nāgāland,94.8133,26.2363,Nagaland,Tuensang,Nagaland,13.0,267.0,249.0,13.0,98.3,13.8,4.1,88.12,0.503,1
7701,2015-08-19 15:00:00,landslide,continuous_rain,medium,above_road,India,Nagaland,94.1051,25.6278,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,52.5,9.9,3.7,86.83,0.473,1
2422,2010-09-13 00:00:00,landslide,downpour,medium,urban,India,Mizoram,92.7141905,23.74182634,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,41.7,9.4,5.3,93.08,0.413,1
6513,2014-08-14 23:00:00,mudslide,downpour,medium,unknown,India,Tripura,91.7174,23.0137,Tripura,South Tripura,Tripura,16.0,290.0,271.0,16.0,78.1,26.6,14.3,93.25,0.492,1
4990,2013-06-27 23:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.7628,27.3765,Sikkim,Gangtok,Sikkim,11.0,244.0,225.0,11.0,177.9,59.2,32.7,97.04,0.422,1
2248,2010-08-14 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.9152,26.222,Nagaland,Noklak,Nagaland,13.0,792.0,736.0,13.0,106.2,33.9,25.6,92.96,0.45,1
5268,2013-08-04 00:00:00,landslide,continuous_rain,medium,unknown,India,Nāgāland,94.5163,26.0137,Nagaland,Zunheboto,Nagaland,13.0,263.0,251.0,13.0,34.4,12.5,1.3,89.46,0.46,1
6106,2014-06-26 23:00:00,landslide,continuous_rain,small,unknown,India,Assam,91.7645,26.1407,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,222.3,8.8,3.7,87.58,0.482,1
3965,2011-09-06 08:00:00,landslide,rain,medium,unknown,India,Assam,93.117,24.808,Assam,Jiribam,Manipur,14.0,766.0,713.0,14.0,82.7,36.5,20.2,90.08,0.428,1
6969,2015-06-16 06:15:00,landslide,downpour,medium,urban,India,Meghalaya,90.215,25.5114,Meghalaya,West Garo Hills,Meghalaya,17.0,293.0,278.0,17.0,301.9,32.8,21.7,94.0,0.509,1
2044,2010-07-06 00:00:00,mudslide,monsoon,medium,unknown,India,Nāgāland,94.7861,25.8877,Nagaland,Kiphire,Nagaland,13.0,269.0,614.0,13.0,90.3,16.5,3.8,87.88,0.494,1
2587,2010-10-10 06:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1072,25.6623,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,99.4,45.2,18.4,92.71,0.474,1
8684,2016-07-07 00:00:00,landslide,continuous_rain,medium,retaining_wall,India,Assam,91.3681,25.9611,Assam,Kamrup,Assam,18.0,321.0,291.0,18.0,390.3,144.7,73.2,92.25,0.473,1
1596,2010-03-27 20:00:00,mudslide,downpour,medium,unknown,India,Manipur,93.9161,24.7339,Manipur,Imphal West,Manipur,14.0,277.0,256.0,14.0,0.0,0.0,0.0,61.21,0.168,1
1771,2010-04-20 00:00:00,landslide,downpour,medium,unknown,India,Assam,91.7665,26.1978,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,132.9,55.1,24.8,95.17,0.479,1
7364,2015-07-31 09:00:00,landslide,continuous_rain,medium,below_road,India,Manipur,94.3551,24.819,Manipur,Kamjong,Manipur,14.0,770.0,717.0,14.0,249.1,96.9,64.0,99.75,0.429,1
6968,2015-06-13 00:00:00,landslide,continuous_rain,medium,unknown,India,Meghalaya,92.2121,25.463,Meghalaya,West Jaintia Hills,Meghalaya,17.0,299.0,275.0,17.0,389.3,270.4,165.8,98.29,0.461,1
7373,2015-08-01 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,94.4759,24.9111,Manipur,Kamjong,Manipur,14.0,770.0,717.0,14.0,243.2,110.3,61.1,99.83,0.428,1
4570,2012-09-19 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,95.2253,27.8458,Arunachal Pradesh,East Siang,Arunachal Pradesh,12.0,251.0,232.0,12.0,198.2,51.8,22.9,92.58,0.515,1
1935,2010-06-03 00:00:00,landslide,downpour,medium,unknown,India,Tripura,91.7599,23.8986,Tripura,Khowai,Tripura,16.0,708.0,652.0,16.0,130.0,8.0,4.3,82.54,0.41,1
