event_id,event_date,district,latitude,longitude,landslide,rainfall_24h,rainfall_48h,rainfall_7d,average_humidity_24h,soil_moisture
NEG_0058,2015-09-14 03:10:00,Dima Hasao,25.105829691989943,92.87282269879178,0,9.0,13.3,45.2,88.58,0.46
NEG_0059,2016-05-18 08:00:00,Dima Hasao,25.49490919585902,93.19115856767536,0,3.0,5.5,86.6,78.54,0.484
NEG_0060,2010-06-16 00:00:00,Dima Hasao,25.542980565579203,93.02475418936709,0,8.5,12.2,45.1,89.04,0.497
NEG_0061,2015-07-24 00:00:00,East Jaintia Hills,25.322727732184266,92.36035908127305,0,48.3,87.6,296.8,97.21,0.47
NEG_0062,2011-07-16 00:00:00,East Jaintia Hills,25.121515327598132,92.34922763571464,0,8.2,16.6,61.0,90.88,0.501
NEG_0063,2013-08-04 00:00:00,East Jaintia Hills,25.309782765559756,92.2998576173162,0,9.7,20.6,71.6,90.21,0.455
NEG_0064,2014-06-26 23:00:00,East Jaintia Hills,25.139523896690136,92.49050052770454,0,5.9,41.8,497.7,89.83,0.415
NEG_0065,2015-08-19 00:00:00,East Jaintia Hills,25.21619299187468,92.22955440361577,0,67.7,120.4,250.9,99.79,0.52
NEG_0066,2012-06-25 00:00:00,East Jaintia Hills,25.224308004049195,92.27331814011411,0,99.2,151.0,193.2,98.08,0.502
NEG_0067,2016-07-19 00:00:00,East Kameng,27.24336271204924,92.96778490932093,0,43.7,69.2,222.9,99.33,0.43
NEG_0068,2015-08-01 00:00:00,East Kameng,27.842455469418333,92.95365859245676,0,16.3,22.1,38.6,88.83,0.43
NEG_0069,2007-05-23 00:00:00,East Kameng,27.507295852250824,92.96005449265336,0,36.3,45.3,66.3,95.83,0.429
NEG_0070,2015-08-26 00:00:00,East Khasi Hills,25.611595006744253,91.99419590013676,0,9.0,16.1,212.2,92.88,0.482
NEG_0071,2016-06-12 00:00:00,East Khasi Hills,25.264530643423267,91.52279411743834,0,20.4,28.6,136.9,93.83,0.459
NEG_0072,2015-08-19 00:00:00,East Khasi Hills,25.44089501536235,91.6383043523845,0,85.5,144.3,275.0,97.96,0.496
NEG_0073,2010-08-17 00:00:00,East Khasi Hills,25.3567265150561,91.9831471304047,0,32.0,58.2,135.5,97.54,0.419
NEG_0074,2014-09-22 00:00:00,East Khasi Hills,25.583265815514885,92.04884666531528,0,36.4,65.2,120.3,94.54,0.474
NEG_0075,2015-06-19 00:00:00,East Khasi Hills,25.14459025642732,91.66152115882812,0,3.1,15.3,267.7,83.33,0.435
NEG_0076,2014-06-26 23:00:00,East Siang,27.97064255375316,95.29871744024324,0,0.5,15.7,96.5,81.58,0.481
NEG_0077,2010-04-21 00:00:00,East Siang,27.957148383100776,95.2676377871106,0,13.1,55.4,135.4,84.54,0.485
NEG_0078,2010-10-08 00:00:00,East Siang,28.018584362583223,95.38977848355344,0,0.7,18.1,20.4,79.17,0.474
NEG_0079,2009-08-12 00:00:00,Gangtok,27.188102369876873,88.53232513845538,0,28.6,35.2,196.6,92.83,0.406
NEG_0080,2014-09-22 00:00:00,Gangtok,27.354012918693027,88.69875841755564,0,117.8,150.9,207.1,97.21,0.436
NEG_0081,2010-10-09 00:00:00,Gangtok,27.283226683405235,88.53564849637009,0,13.3,15.3,22.9,89.58,0.433
NEG_0082,2016-07-20 00:00:00,Gangtok,27.33036593243181,88.88140902690192,0,20.7,33.1,171.2,99.08,0.429
NEG_0083,2013-07-01 00:00:00,Gangtok,27.354092555929668,88.84665047366147,0,13.6,23.4,119.0,94.83,0.424
NEG_0084,2007-07-16 00:00:00,Gangtok,27.341109371109816,88.68379093462644,0,19.3,40.0,290.7,92.38,0.428
NEG_0085,2012-09-16 00:00:00,Gangtok,27.280559993331064,88.50232711546384,0,46.4,106.7,256.1,94.08,0.436
NEG_0086,2011-07-22 00:00:00,Gangtok,27.399039695260083,88.76510081591535,0,20.2,36.4,200.2,89.58,0.426
NEG_0087,2015-08-01 00:00:00,Gangtok,27.370301683738436,88.54192966460828,0,16.2,23.2,63.4,92.54,0.426
NEG_0088,2014-09-08 00:00:00,Gangtok,27.3039058204521,88.48202668449484,0,8.4,39.9,72.1,89.0,0.422
NEG_0089,2013-05-11 00:00:00,Gangtok,27.188551784871457,88.51191360811467,0,1.6,7.5,18.9,86.04,0.41
NEG_0090,2010-09-16 00:00:00,Gangtok,27.35374667391867,88.71653953147418,0,17.1,42.4,146.9,92.38,0.432
NEG_0091,2012-04-08 00:00:00,Gangtok,27.366443254126963,88.80028501754568,0,8.9,18.8,41.5,90.12,0.413
NEG_0092,2016-07-14 00:00:00,Gangtok,27.348236833358225,88.82567491325162,0,17.0,55.6,194.5,98.0,0.421
NEG_0093,2016-07-14 00:00:00,Gyalshing,27.4074047025164,88.30856766497962,0,13.2,49.2,113.7,95.62,0.428
NEG_0094,2016-07-28 00:00:00,Gyalshing,27.42544952040027,88.26623258106544,0,27.6,86.0,455.9,94.29,0.417
NEG_0095,2013-05-11 00:00:00,Hailakandi,24.254731700159393,92.580004961311,0,19.0,50.6,219.7,96.21,0.412
NEG_0096,2010-07-06 00:00:00,Hailakandi,24.695346654955483,92.58150958549308,0,13.1,17.4,167.0,86.0,0.481
NEG_0097,2015-08-27 00:00:00,Hailakandi,24.714566716892843,92.51896690186648,0,12.5,14.1,116.4,87.92,0.52
NEG_0098,2011-07-25 00:00:00,Hailakandi,24.340682345707364,92.64547150286984,0,1.8,8.9,222.5,85.88,0.401
NEG_0099,2008-08-14 00:00:00,Imphal East,24.747441889047472,94.071152579918,0,2.0,11.9,43.8,91.38,0.498
NEG_0100,2013-07-12 00:00:00,Imphal East,24.86846076720832,93.97410461124716,0,22.3,26.6,44.9,88.08,0.488
NEG_0101,2010-04-02 23:00:00,Imphal East,24.785617294692138,93.9975533029215,0,6.6,43.9,82.0,87.0,0.468
NEG_0102,2016-07-01 00:00:00,Imphal West,24.59663000741551,93.85176018251728,0,49.8,67.7,93.1,95.08,0.403
NEG_0103,2012-06-03 00:00:00,Imphal West,24.95503180817277,93.87567168053876,0,11.2,48.5,111.7,87.58,0.465
NEG_0104,2015-09-01 00:00:00,Imphal West,24.78608295782337,93.82386639010144,0,5.5,13.7,37.1,91.67,0.499
NEG_0105,2016-06-22 12:00:00,Jiribam,24.75878611802888,93.12748067976376,0,8.6,14.6,191.5,84.75,0.416
NEG_0106,2013-07-01 00:00:00,Kamjong,25.003488872596527,94.57633135452848,0,18.6,29.7,91.2,96.0,0.427
NEG_0107,2007-07-16 00:00:00,Kamjong,24.641126549377116,94.24522760724716,0,18.8,28.0,48.6,97.62,0.446
NEG_0108,2012-09-16 00:00:00,Kamjong,24.682820401434338,94.26349714108606,0,19.7,70.4,124.5,99.33,0.424
NEG_0109,2010-03-27 20:00:00,Kamrup,26.241441655136494,91.680339263934,0,2.2,3.2,3.2,70.67,0.279
NEG_0110,2010-10-09 00:00:00,Kamrup,25.9048463815347,91.43616450927912,0,153.7,184.8,228.9,94.92,0.487
NEG_0111,2007-08-26 00:00:00,Kamrup,26.43206472449733,91.62112902401525,0,1.7,5.1,48.4,86.58,0.479
NEG_0112,2010-07-19 06:00:00,Kamrup,26.387079337805513,91.65044415842614,0,8.6,10.5,141.3,89.25,0.505
NEG_0113,2011-08-13 08:00:00,Kamrup Metro,26.08689512801726,92.04238526363048,0,14.5,21.4,152.4,83.0,0.52
NEG_0114,2011-07-06 00:00:00,Kamrup Metro,26.12358816676286,91.8192860597564,0,45.8,106.6,237.5,91.17,0.446
NEG_0115,2008-06-09 00:00:00,Kamrup Metro,26.16088150079669,92.15200518404406,0,22.8,42.5,142.4,89.25,0.441
NEG_0116,2011-05-24 00:00:00,Kamrup Metro,26.109549859718985,91.99603553467124,0,0.4,12.9,105.2,89.83,0.473
NEG_0117,2013-08-04 00:00:00,Kamrup Metro,26.135894919018032,92.05811512458614,0,6.5,25.4,109.0,84.58,0.474
NEG_0118,2012-06-14 04:00:00,Kamrup Metro,26.209640112159445,91.84686146737852,0,3.8,11.5,64.1,89.62,0.488
NEG_0119,2016-07-14 00:00:00,Kamrup Metro,26.060371003934858,92.10329899118084,0,33.2,88.8,195.6,88.96,0.46
NEG_0120,2014-06-27 00:00:00,Kamrup Metro,26.169243186653393,91.9114548066772,0,30.3,34.7,223.1,87.83,0.481
NEG_0121,2007-07-27 00:00:00,Kamrup Metro,26.0851333105531,92.051736228047,0,60.9,118.8,308.2,96.21,0.505
NEG_0122,2010-10-08 00:00:00,Kamrup Metro,26.06868900249768,91.99226678948824,0,34.4,43.9,56.7,94.54,0.471
NEG_0123,2010-04-20 00:00:00,Kamrup Metro,26.046814829510826,91.87870621419312,0,13.9,31.8,47.0,95.25,0.502
NEG_0124,2010-04-20 00:00:00,Kamrup Metro,26.12317155205159,92.00389067188668,0,13.9,31.8,47.0,95.25,0.508
NEG_0125,2015-08-01 00:00:00,Kamrup Metro,26.16352773884582,91.98576018477594,0,29.0,29.0,45.3,84.75,0.494
NEG_0126,2014-09-23 00:00:00,Kamrup Metro,26.139819790955055,91.78788138076416,0,55.8,83.5,178.3,96.79,0.503
NEG_0127,2011-07-19 00:00:00,Kamrup Metro,26.189180295043307,91.82263649985448,0,24.8,48.5,166.7,92.0,0.492
NEG_0128,2010-10-08 00:00:00,Kamrup Metro,26.078770739481698,92.0046349995406,0,34.4,43.9,56.7,94.58,0.471
NEG_0129,2014-10-01 11:00:00,Kamrup Metro,26.150931246635928,92.02858529313,0,0.5,5.5,29.1,83.08,0.475
NEG_0130,2014-09-23 03:00:00,Kamrup Metro,26.07381678527916,92.07314676923954,0,33.9,70.8,200.2,97.08,0.463
NEG_0131,2016-06-12 23:00:00,Kamrup Metro,26.068186617606557,91.88947906759876,0,6.3,24.8,81.3,83.17,0.504
NEG_0132,2015-07-22 00:00:00,Kamrup Metro,26.176738929924667,91.90130782794138,0,72.2,86.5,142.5,96.17,0.452
NEG_0133,2016-06-12 00:00:00,Kamrup Metro,26.19093844499602,91.9533086106538,0,7.1,16.4,77.5,85.0,0.505
NEG_0134,2015-06-19 00:00:00,Kamrup Metro,26.145101793143247,92.09781563360085,0,13.2,19.0,111.2,88.79,0.479
NEG_0135,2011-08-16 08:00:00,Kamrup Metro,26.123984511239847,91.60102403979916,0,11.1,27.8,198.4,89.67,0.491
NEG_0136,2013-08-04 00:00:00,Kamrup Metro,26.2006684541521,91.9338941563418,0,6.5,25.4,109.0,84.33,0.488
NEG_0137,2010-07-29 00:00:00,Kamrup Metro,26.095408615085603,92.03811385859126,0,8.1,20.8,113.9,81.0,0.504
NEG_0138,2015-09-06 15:00:00,Kamrup Metro,26.14370771275923,91.824683055449,0,7.2,36.4,224.4,89.83,0.488
NEG_0139,2013-02-18 00:00:00,Kamrup Metro,26.187681256080445,91.93593285900646,0,11.1,13.6,13.6,92.04,0.415
NEG_0140,2011-07-07 00:00:00,Kamrup Metro,26.06570573085838,91.94570661181378,0,18.9,45.4,211.1,86.42,0.476
NEG_0141,2016-07-14 00:00:00,Kamrup Metro,26.15016699660134,91.83801933453744,0,10.3,24.4,135.9,88.42,0.46
NEG_0142,2014-09-22 00:00:00,Kamrup Metro,26.071727090874663,91.58090100237423,0,15.3,71.7,97.8,93.04,0.473
NEG_0143,2010-07-06 00:00:00,Kamrup Metro,26.11430799445137,91.99337670135074,0,13.1,34.3,181.4,88.75,0.513
NEG_0144,2013-08-16 00:00:00,Kamrup Metro,26.167446576481968,91.94542539807858,0,14.7,30.4,118.0,88.42,0.491
NEG_0145,2014-09-21 00:00:00,Kamrup Metro,26.13753400570108,91.82241200388596,0,58.6,79.9,108.1,93.04,0.484
NEG_0146,2013-08-16 00:00:00,Kamrup Metro,26.065958910977045,91.65249274497542,0,9.5,16.9,120.6,87.04,0.472
NEG_0147,2013-10-13 19:30:00,Kangpokpi,24.73582379138734,93.69866112660544,0,0.0,0.0,36.2,81.29,0.381
NEG_0148,2013-08-04 00:00:00,Kangpokpi,25.19998581836119,93.97852168509658,0,6.9,18.2,43.2,88.38,0.422
NEG_0149,2013-09-07 15:00:00,Kangpokpi,24.94951986815494,93.89520469173888,0,0.8,6.7,21.8,84.75,0.459
NEG_0150,2011-07-07 00:00:00,Kangpokpi,24.967216705998062,93.9279769850176,0,1.3,4.7,53.4,84.08,0.468
NEG_0151,2015-07-31 23:00:00,Khawzawl,23.73351803736364,93.24276687121852,0,61.3,75.7,306.0,99.96,0.427
NEG_0152,2010-08-14 00:00:00,Khowai,24.05191329402229,91.54954969438224,0,11.7,25.8,71.5,87.5,0.417
NEG_0153,2016-07-11 23:00:00,Kiphire,25.922178858413027,94.84653505041162,0,3.0,5.1,44.3,87.58,0.48
NEG_0154,2015-08-16 00:00:00,Kiphire,25.87294109544401,94.79575554659952,0,10.0,17.0,57.1,93.04,0.508
NEG_0155,2010-06-15 00:00:00,Kiphire,25.843732806676943,94.65697160099694,0,22.8,36.1,61.5,90.04,0.449
NEG_0156,2007-08-26 00:00:00,Kohima,25.683868695783215,94.07665399987884,0,12.2,23.0,60.8,91.04,0.482
NEG_0157,2009-09-17 00:00:00,Kohima,25.865024929738585,94.15429256099112,0,3.4,17.4,44.5,89.17,0.476
NEG_0158,2016-07-20 00:00:00,Kohima,25.719010514510153,94.05401094676417,0,5.0,6.4,34.3,80.21,0.489
NEG_0159,2011-06-21 00:00:00,Kohima,25.70261766309623,94.10772376627948,0,10.2,27.5,157.3,87.33,0.497
NEG_0160,2016-06-12 23:00:00,Kohima,25.705501858903467,94.2315861767838,0,7.8,22.1,115.1,90.75,0.496
NEG_0161,2016-10-15 00:00:00,Kohima,25.665080092365063,93.96708498673914,0,6.7,9.8,100.6,93.08,0.494
NEG_0162,2016-07-16 00:00:00,Kohima,25.568060207285356,94.16520047700118,0,12.8,20.4,100.9,92.42,0.515
NEG_0163,2016-07-10 00:00:00,Kohima,25.615649462373653,94.1305257846819,0,2.5,3.4,91.3,85.58,0.447
NEG_0164,2012-06-20 00:00:00,Kohima,25.609757193163535,94.05259320672806,0,13.0,23.3,128.6,91.0,0.5
NEG_0165,2016-05-18 08:00:00,Kohima,25.566461099364933,94.07333214352226,0,8.1,10.1,89.2,85.38,0.493
NEG_0166,2012-06-02 00:00:00,Kohima,25.80816244926024,94.0876583574283,0,50.0,64.0,98.2,94.38,0.497
NEG_0167,2013-08-04 00:00:00,Kohima,25.68675004299947,94.16797884861946,0,3.1,11.7,38.7,89.92,0.479
NEG_0168,2012-06-25 18:00:00,Kohima,25.895842217408592,94.05529016055948,0,13.3,28.2,78.8,89.54,0.445
NEG_0169,2007-09-11 00:00:00,Kohima,25.856864808976184,94.1759859678794,0,8.4,44.4,198.2,87.79,0.494
NEG_0170,2015-09-14 03:10:00,Kohima,25.741774466578356,94.02820380183266,0,7.4,14.9,91.8,87.29,0.474
NEG_0171,2016-07-25 12:30:00,Kohima,25.895279981178255,94.0406517372612,0,45.7,51.0,61.4,94.04,0.486
NEG_0172,2012-03-04 00:00:00,Kohima,25.864332042758186,94.04288666056614,0,1.5,2.4,5.0,75.29,0.33
NEG_0173,2008-08-19 00:00:00,Kohima,25.846363500016206,94.16790756249992,0,19.7,36.6,142.1,90.67,0.472
NEG_0174,2012-06-03 00:00:00,Kohima,25.58044842937121,94.14726496525924,0,16.5,44.5,133.1,93.0,0.491
NEG_0175,2010-10-09 00:00:00,Kohima,25.62603325483321,94.19750744735704,0,27.0,51.8,83.1,93.67,0.448
NEG_0176,2009-09-17 00:00:00,Kohima,25.78125202652342,94.16304910508968,0,3.4,17.4,44.5,89.62,0.471
NEG_0177,2011-07-15 18:00:00,Kolasib,24.060097371798214,92.66873531354244,0,3.2,6.8,23.8,87.17,0.393
NEG_0178,2015-06-24 00:00:00,Kolasib,24.13936616499024,92.80569926645548,0,23.3,37.8,98.0,97.04,0.414
NEG_0179,2014-10-01 11:00:00,Kolasib,24.32156904060234,92.81077937533745,0,0.3,0.8,18.7,87.62,0.378
NEG_0180,2013-08-17 23:00:00,Kurung Kumey,28.13125357665081,93.0882396443273,0,3.7,5.3,43.3,85.88,0.404
NEG_0181,2014-07-14 18:00:00,Kurung Kumey,27.88481912994768,92.94496717115764,0,41.9,57.5,239.2,95.58,0.427
NEG_0182,2011-06-28 00:00:00,Lakhimpur,27.11017853153665,93.92517713322452,0,36.5,72.5,109.0,92.88,0.422
NEG_0183,2015-08-01 00:00:00,Lakhimpur,26.876875035063573,93.85607015308098,0,9.9,10.1,14.4,75.08,0.472
NEG_0184,2015-07-25 09:00:00,Lakhimpur,26.999517910559756,94.12720066819192,0,11.9,39.1,105.1,89.38,0.513
NEG_0185,2015-08-19 09:00:00,Lakhimpur,27.02308689959016,94.13102165095252,0,35.8,41.8,80.2,90.21,0.515
NEG_0186,2014-09-23 00:00:00,Lawngtlai,22.343721363117595,92.60458394391124,0,1.1,2.4,22.2,82.54,0.378
NEG_0187,2013-05-11 00:00:00,Lohit,27.80577012784163,96.70742945746152,0,9.3,13.6,56.8,91.46,0.434
NEG_0188,2011-07-29 00:00:00,Lohit,27.93666836918718,96.42650469390352,0,8.2,23.3,90.2,88.33,0.492
NEG_0189,2013-08-04 00:00:00,Longleng,26.535355102035854,94.71654774547522,0,12.8,32.8,134.0,88.29,0.472
NEG_0190,2014-09-22 00:00:00,Lower Subansiri,27.558907938880647,93.8359115290164,0,49.2,82.3,131.2,99.96,0.429
NEG_0191,2014-08-14 23:00:00,Lunglei,23.22743715344856,92.48601972311604,0,10.2,16.3,39.7,93.12,0.423
NEG_0192,2015-07-22 00:00:00,Mamit,23.87730999569801,92.52277455830588,0,16.4,54.6,147.0,92.62,0.424
NEG_0193,2010-04-17 15:00:00,Mangan,27.469919168196743,88.64029992121108,0,4.2,8.9,111.5,80.88,0.408
NEG_0194,2010-07-06 00:00:00,Mangan,27.859277141207855,88.81280057160109,0,3.7,5.1,25.6,96.0,0.411
NEG_0195,2014-09-22 00:00:00,Meluri,25.49968423041939,94.59686583223862,0,4.6,18.4,107.7,88.58,0.416
NEG_0196,2011-08-05 00:00:00,Meluri,25.60840769345552,94.57875150292136,0,5.9,10.5,44.2,87.75,0.492
NEG_0197,2013-09-01 18:00:00,Mokokchung,26.494381781198214,94.35912945374795,0,1.3,6.3,70.3,86.42,0.484
NEG_0198,2014-09-22 00:00:00,Mokokchung,26.460659459793483,94.67635843976728,0,45.2,55.9,130.0,92.54,0.496
NEG_0199,2012-06-20 00:00:00,Mokokchung,26.3767603399679,94.64056902031606,0,32.9,60.4,170.1,90.96,0.49
NEG_0200,2013-08-04 00:00:00,Mokokchung,26.22219625769654,94.5131204298741,0,3.8,20.7,68.2,89.42,0.493
NEG_0201,2015-06-19 00:00:00,Mokokchung,26.602587893351245,94.6925974707619,0,25.9,43.6,202.0,88.38,0.518
NEG_0202,2013-09-01 18:00:00,Mon,26.88906316768945,95.22623358858304,0,5.7,9.6,72.1,88.17,0.51
NEG_0203,2013-08-04 00:00:00,Mon,26.84746475882016,94.94972509410483,0,10.6,28.5,118.4,83.75,0.486
NEG_0204,2016-06-14 08:00:00,Mon,26.902405340735253,95.04947514000278,0,15.0,46.6,117.4,88.29,0.501
NEG_0205,2011-07-29 00:00:00,Mon,26.96746381158297,95.15999615309912,0,14.9,22.1,110.4,88.08,0.491
NEG_0206,2011-06-29 00:00:00,Mon,26.373091561874485,95.07934797496075,0,43.6,66.8,95.6,91.42,0.45
NEG_0207,2015-08-02 00:00:00,Mon,26.358443686562136,95.00701378247096,0,8.4,46.6,78.7,90.96,0.419
NEG_0208,2014-09-22 00:00:00,Mon,26.62612707019448,94.84214781769994,0,64.9,81.8,142.3,92.62,0.495
NEG_0209,2016-10-12 00:00:00,Mon,26.94953383193537,95.1150773617376,0,11.3,19.2,50.8,91.46,0.472
NEG_0210,2015-08-19 00:00:00,Mon,26.65290465165599,94.82522413638031,0,47.5,51.2,77.2,90.12,0.46
NEG_0211,2015-07-22 00:00:00,Nagaon,26.20856261099158,92.4419923777662,0,41.4,55.6,98.4,94.21,0.483
NEG_0212,2010-06-16 00:00:00,Namchi,27.171500457259803,88.4790227809207,0,6.0,9.2,119.9,86.83,0.408
NEG_0213,2010-07-06 00:00:00,Namchi,27.176328637651643,88.3306875459138,0,22.0,33.5,183.8,97.42,0.426
NEG_0214,2007-07-27 00:00:00,Namchi,27.145593568061535,88.36174580312694,0,47.0,88.4,409.1,98.79,0.432
