event_id,event_date,district,latitude,longitude,landslide
NEG_0140,2011-07-07 00:00:00,Kamrup Metro,26.06570573085838,91.94570661181378,0
NEG_0141,2016-07-14 00:00:00,Kamrup Metro,26.15016699660134,91.83801933453745,0
NEG_0142,2014-09-22 00:00:00,Kamrup Metro,26.071727090874663,91.58090100237423,0
NEG_0143,2010-07-06 00:00:00,Kamrup Metro,26.114307994451366,91.99337670135074,0
NEG_0144,2013-08-16 00:00:00,Kamrup Metro,26.167446576481968,91.94542539807858,0
NEG_0145,2014-09-21 00:00:00,Kamrup Metro,26.13753400570108,91.82241200388596,0
NEG_0146,2013-08-16 00:00:00,Kamrup Metro,26.065958910977045,91.65249274497542,0
NEG_0147,2013-10-13 19:30:00,Kangpokpi,24.73582379138734,93.69866112660543,0
NEG_0148,2013-08-04 00:00:00,Kangpokpi,25.19998581836119,93.97852168509658,0
NEG_0149,2013-09-07 15:00:00,Kangpokpi,24.94951986815494,93.89520469173888,0
NEG_0150,2011-07-07 00:00:00,Kangpokpi,24.967216705998066,93.9279769850176,0
NEG_0151,2015-07-31 23:00:00,Khawzawl,23.73351803736364,93.24276687121852,0
NEG_0152,2010-08-14 00:00:00,Khowai,24.05191329402229,91.54954969438224,0
NEG_0153,2016-07-11 23:00:00,Kiphire,25.922178858413027,94.84653505041162,0
NEG_0154,2015-08-16 00:00:00,Kiphire,25.87294109544401,94.79575554659951,0
NEG_0155,2010-06-15 00:00:00,Kiphire,25.843732806676943,94.65697160099694,0
NEG_0156,2007-08-26 00:00:00,Kohima,25.683868695783215,94.07665399987884,0
NEG_0157,2009-09-17 00:00:00,Kohima,25.865024929738585,94.15429256099111,0
NEG_0158,2016-07-20 00:00:00,Kohima,25.719010514510153,94.05401094676417,0
NEG_0159,2011-06-21 00:00:00,Kohima,25.70261766309623,94.10772376627949,0
NEG_0160,2016-06-12 23:00:00,Kohima,25.705501858903467,94.23158617678381,0
NEG_0161,2016-10-15 00:00:00,Kohima,25.665080092365066,93.96708498673914,0
NEG_0162,2016-07-16 00:00:00,Kohima,25.568060207285356,94.16520047700118,0
NEG_0163,2016-07-10 00:00:00,Kohima,25.615649462373653,94.1305257846819,0
NEG_0164,2012-06-20 00:00:00,Kohima,25.609757193163535,94.05259320672806,0
NEG_0165,2016-05-18 08:00:00,Kohima,25.566461099364933,94.07333214352226,0
NEG_0166,2012-06-02 00:00:00,Kohima,25.80816244926024,94.0876583574283,0
NEG_0167,2013-08-04 00:00:00,Kohima,25.68675004299947,94.16797884861946,0
NEG_0168,2012-06-25 18:00:00,Kohima,25.895842217408592,94.05529016055948,0
NEG_0169,2007-09-11 00:00:00,Kohima,25.856864808976184,94.1759859678794,0
NEG_0170,2015-09-14 03:10:00,Kohima,25.741774466578356,94.02820380183266,0
NEG_0171,2016-07-25 12:30:00,Kohima,25.895279981178255,94.04065173726119,0
NEG_0172,2012-03-04 00:00:00,Kohima,25.864332042758182,94.04288666056614,0
NEG_0173,2008-08-19 00:00:00,Kohima,25.846363500016206,94.16790756249992,0
NEG_0174,2012-06-03 00:00:00,Kohima,25.580448429371206,94.14726496525923,0
NEG_0175,2010-10-09 00:00:00,Kohima,25.62603325483321,94.19750744735704,0
NEG_0176,2009-09-17 00:00:00,Kohima,25.78125202652342,94.16304910508968,0
NEG_0177,2011-07-15 18:00:00,Kolasib,24.060097371798218,92.66873531354244,0
NEG_0178,2015-06-24 00:00:00,Kolasib,24.13936616499024,92.80569926645548,0
NEG_0179,2014-10-01 11:00:00,Kolasib,24.32156904060234,92.81077937533745,0
NEG_0180,2013-08-17 23:00:00,Kurung Kumey,28.13125357665081,93.0882396443273,0
NEG_0181,2014-07-14 18:00:00,Kurung Kumey,27.88481912994768,92.94496717115764,0
NEG_0182,2011-06-28 00:00:00,Lakhimpur,27.11017853153665,93.92517713322451,0
NEG_0183,2015-08-01 00:00:00,Lakhimpur,26.876875035063573,93.85607015308098,0
NEG_0184,2015-07-25 09:00:00,Lakhimpur,26.999517910559756,94.12720066819192,0
NEG_0185,2015-08-19 09:00:00,Lakhimpur,27.02308689959016,94.13102165095252,0
NEG_0186,2014-09-23 00:00:00,Lawngtlai,22.343721363117595,92.60458394391124,0
NEG_0187,2013-05-11 00:00:00,Lohit,27.80577012784163,96.70742945746152,0
NEG_0188,2011-07-29 00:00:00,Lohit,27.93666836918718,96.42650469390351,0
NEG_0189,2013-08-04 00:00:00,Longleng,26.535355102035858,94.71654774547522,0
NEG_0190,2014-09-22 00:00:00,Lower Subansiri,27.558907938880647,93.8359115290164,0
NEG_0191,2014-08-14 23:00:00,Lunglei,23.22743715344856,92.48601972311604,0
NEG_0192,2015-07-22 00:00:00,Mamit,23.87730999569801,92.52277455830588,0
NEG_0193,2010-04-17 15:00:00,Mangan,27.469919168196743,88.64029992121108,0
NEG_0194,2010-07-06 00:00:00,Mangan,27.859277141207855,88.81280057160109,0
NEG_0195,2014-09-22 00:00:00,Meluri,25.499684230419394,94.59686583223862,0
NEG_0196,2011-08-05 00:00:00,Meluri,25.60840769345552,94.57875150292136,0
NEG_0197,2013-09-01 18:00:00,Mokokchung,26.494381781198218,94.35912945374797,0
NEG_0198,2014-09-22 00:00:00,Mokokchung,26.460659459793483,94.67635843976728,0
NEG_0199,2012-06-20 00:00:00,Mokokchung,26.3767603399679,94.64056902031606,0
NEG_0200,2013-08-04 00:00:00,Mokokchung,26.22219625769654,94.5131204298741,0
NEG_0201,2015-06-19 00:00:00,Mokokchung,26.602587893351245,94.6925974707619,0
NEG_0202,2013-09-01 18:00:00,Mon,26.88906316768945,95.22623358858304,0
NEG_0203,2013-08-04 00:00:00,Mon,26.84746475882016,94.94972509410485,0
NEG_0204,2016-06-14 08:00:00,Mon,26.902405340735253,95.04947514000278,0
NEG_0205,2011-07-29 00:00:00,Mon,26.96746381158297,95.15999615309912,0
NEG_0206,2011-06-29 00:00:00,Mon,26.373091561874485,95.07934797496077,0
NEG_0207,2015-08-02 00:00:00,Mon,26.358443686562136,95.00701378247096,0
NEG_0208,2014-09-22 00:00:00,Mon,26.62612707019448,94.84214781769994,0
NEG_0209,2016-10-12 00:00:00,Mon,26.949533831935366,95.1150773617376,0
NEG_0210,2015-08-19 00:00:00,Mon,26.652904651655994,94.82522413638031,0
NEG_0211,2015-07-22 00:00:00,Nagaon,26.20856261099158,92.44199237776621,0
NEG_0212,2010-06-16 00:00:00,Namchi,27.171500457259803,88.4790227809207,0
NEG_0213,2010-07-06 00:00:00,Namchi,27.176328637651643,88.3306875459138,0
NEG_0214,2007-07-27 00:00:00,Namchi,27.145593568061535,88.36174580312694,0
NEG_0215,2010-06-03 00:00:00,Namchi,27.13770049148456,88.31470603442803,0
NEG_0216,2016-04-19 00:00:00,Namchi,27.12868145550283,88.48197395907106,0
NEG_0217,2016-07-07 00:00:00,Namchi,27.24024160898626,88.31140973535814,0
NEG_0218,2016-07-01 00:00:00,Noklak,25.934552826388924,94.95272938866471,0
NEG_0219,2013-05-11 00:00:00,Noney,24.757034331065018,93.46855169802271,0
NEG_0220,2012-06-14 04:00:00,Noney,24.622026596593326,93.42428754904434,0
NEG_0221,2015-08-28 01:45:00,Noney,24.67194651490026,93.23131392545878,0
NEG_0222,2013-08-04 00:00:00,Noney,24.678145527158872,93.66247771484919,0
NEG_0223,2011-07-07 00:00:00,Noney,24.650728946335523,93.57454163127905,0
NEG_0224,2015-08-01 00:00:00,Noney,24.74524628098301,93.50227398466278,0
NEG_0225,2015-06-24 00:00:00,Noney,24.707697847688692,93.42738233124462,0
NEG_0226,2015-08-11 00:00:00,Noney,24.803468984500718,93.54172430965781,0
NEG_0227,2010-04-17 00:00:00,North Garo Hills,25.843192832310095,90.56811777713469,0
NEG_0228,2016-05-18 08:00:00,Pakyong,27.185425032565846,88.66874542300174,0
NEG_0229,2016-06-14 08:00:00,Pakyong,27.281546731623422,88.71151731603443,0
NEG_0230,2015-08-18 00:00:00,Papum Pare,27.02161416153475,93.53910977372587,0
NEG_0231,2013-09-02 00:00:00,Papum Pare,27.137120885708548,93.26192142143049,0
NEG_0232,2010-07-21 08:00:00,Papum Pare,27.339557478429445,93.56102998412867,0
NEG_0233,2010-08-27 16:30:00,Papum Pare,27.27284032801899,93.36482997103221,0
NEG_0234,2012-06-20 00:00:00,Papum Pare,27.3244701864772,93.55950336378372,0
NEG_0235,2011-08-13 08:00:00,Papum Pare,27.336896983588584,93.97049516069171,0
NEG_0236,2010-04-21 00:00:00,Papum Pare,27.364396338986182,94.02611341944129,0
NEG_0237,2013-08-17 23:00:00,Papum Pare,27.42003691208151,93.86610172187463,0
NEG_0238,2010-07-06 00:00:00,Papum Pare,27.42646116015962,93.39042247189565,0
NEG_0239,2015-08-27 00:00:00,Phek,25.5404320551916,94.2410357930931,0
NEG_0240,2014-09-08 00:00:00,Pherzawl,24.120320504229376,93.18061399151958,0
NEG_0241,2016-08-05 00:00:00,Ri Bhoi,25.813946261391855,91.83683387690505,0
NEG_0242,2007-09-18 00:00:00,Ri Bhoi,26.010219790608602,92.01514233416147,0
NEG_0243,2015-08-01 00:00:00,Ri Bhoi,25.8373905436709,91.75531803955687,0
NEG_0244,2013-08-01 00:00:00,Ri Bhoi,25.685231570719637,92.04625520879621,0
NEG_0245,2012-06-14 04:00:00,Saitual,23.962346735382287,93.01401434775022,0
NEG_0246,2011-06-29 00:00:00,Senapati,25.46605896739607,94.11540849703735,0
NEG_0247,2013-06-01 00:00:00,Senapati,25.295420030430797,94.31775015797096,0
NEG_0248,2016-07-11 23:00:00,Senapati,25.502118673021464,93.76624751966985,0
NEG_0249,2010-08-17 00:00:00,Senapati,25.41710427429541,93.92838207642811,0
NEG_0250,2013-08-04 00:00:00,Senapati,25.424798424539777,94.38916341005321,0
NEG_0251,2009-08-26 00:00:00,Senapati,25.453872441130567,94.05547049843874,0
NEG_0252,2013-10-06 00:00:00,Senapati,25.52662793244414,93.99739543194725,0
NEG_0253,2012-06-13 00:00:00,Senapati,25.476206724952824,94.09606160048682,0
NEG_0254,2015-07-31 09:00:00,Senapati,25.546103501677525,93.82486595124615,0
NEG_0255,2014-05-08 00:00:00,Senapati,25.345596246556433,94.07825706655372,0
NEG_0256,2007-09-08 00:00:00,Senapati,25.304836176659105,94.04915940014615,0
NEG_0257,2011-07-25 00:00:00,Senapati,25.516607724595314,93.92215666785688,0
NEG_0258,2015-07-15 08:00:00,Senapati,25.216082876995895,94.13279756630796,0
NEG_0259,2010-09-16 03:00:00,Senapati,25.5153036451658,93.90198408147496,0
NEG_0260,2016-10-12 00:00:00,Senapati,25.508076833274565,94.19981194326864,0
NEG_0261,2012-07-05 00:00:00,Senapati,25.374292080356838,94.21843991469564,0
NEG_0262,2010-07-19 06:00:00,Senapati,25.367492894916527,94.31462694205408,0
NEG_0263,2015-06-19 00:00:00,Senapati,25.36336179846001,93.99110394800849,0
NEG_0264,2015-08-11 00:00:00,Senapati,25.301466226823496,94.08301911343138,0
NEG_0265,2009-08-20 00:00:00,Siaha,22.26109608179978,92.84885599715726,0
NEG_0266,2011-07-22 00:00:00,Siang,28.809230111712886,94.44476384643214,0
NEG_0267,2013-10-05 23:00:00,Siang,28.485185365493166,94.90960549424757,0
NEG_0268,2015-03-19 00:00:00,South Garo Hills,25.392611434909085,90.37284627810882,0
NEG_0269,2016-07-28 23:00:00,South Garo Hills,25.437383383104823,90.4873022703662,0
NEG_0270,2012-06-10 00:00:00,South Tripura,23.235631069572875,91.57951010637716,0
NEG_0271,2015-09-14 01:30:00,South West Garo Hills,25.37209267285104,89.94799498836657,0
NEG_0272,2014-06-26 23:00:00,Sribhumi,24.702517595349875,92.50210115322085,0
NEG_0273,2015-08-27 00:00:00,Sribhumi,24.439552884904792,92.46621743956719,0
NEG_0274,2016-07-20 00:00:00,Sribhumi,24.3043463829258,92.26903026941007,0
NEG_0275,2016-10-12 00:00:00,Tamenglong,24.945353854190767,93.2664379652522,0
NEG_0276,2007-09-09 00:00:00,Tamenglong,24.978876543360773,93.71336618002773,0
NEG_0277,2009-09-17 00:00:00,Tamenglong,25.17879774911693,93.60139744707463,0
NEG_0278,2015-09-05 00:00:00,Tamenglong,25.199938792782103,93.80539503787962,0
NEG_0279,2015-07-22 00:00:00,Tamenglong,25.276172084905312,93.42714389652265,0
NEG_0280,2011-07-25 00:00:00,Tamenglong,24.776353239694657,93.33472633731272,0
NEG_0281,2015-09-05 00:00:00,Tamenglong,25.096398263976294,93.56029319973553,0
NEG_0282,2007-08-28 00:00:00,Tamenglong,25.280093278063966,93.81996521162027,0
NEG_0283,2007-08-26 00:00:00,Tamenglong,25.239211872908136,93.44524968812674,0
NEG_0284,2014-09-22 00:00:00,Tamenglong,25.385484006557107,93.78227683263724,0
NEG_0285,2010-09-13 00:00:00,Tamenglong,24.97085370928477,93.37903688036081,0
NEG_0286,2016-06-12 00:00:00,Tamenglong,24.962373083593743,93.53855134732727,0
NEG_0287,2013-09-01 00:00:00,Tamenglong,25.07743439275892,93.72373284272402,0
NEG_0288,2015-08-19 00:00:00,Tawang,27.77228293454445,91.81494861048719,0
NEG_0289,2009-08-12 00:00:00,Tawang,27.666938371534293,91.9655721145108,0
NEG_0290,2010-06-03 05:00:00,Tawang,27.834399952429195,91.6376465074493,0
NEG_0291,2014-06-26 23:00:00,Tawang,27.617598310116456,91.93400673411402,0
NEG_0292,2013-07-12 00:00:00,Tengnoupal,24.535729448743584,94.27723731507805,0
NEG_0293,2015-06-19 00:00:00,Tengnoupal,24.557251292040263,94.21057543022096,0
NEG_0294,2016-07-19 00:00:00,Thoubal,24.56686246390578,93.90797571312295,0
NEG_0295,2010-09-13 00:00:00,Thoubal,24.66618650755223,94.02228744588282,0
NEG_0296,2016-07-07 00:00:00,Tirap,27.16068586810282,95.50195958340638,0
NEG_0297,2010-10-09 00:00:00,Tseminyu,25.956253611651334,94.26884723758839,0
NEG_0298,2010-09-10 00:00:00,Tuensang,26.25538444035927,94.80134598206915,0
NEG_0299,2013-06-07 00:00:00,Tuensang,26.25328879696378,94.69440220256793,0
NEG_0300,2014-09-23 03:00:00,Tuensang,26.02117819078533,94.81376534747264,0
NEG_0301,2012-06-25 18:00:00,Tuensang,26.231963619454515,94.58516053865246,0
NEG_0302,2013-09-24 00:00:00,Tuensang,26.22314786700445,94.86052174484196,0
NEG_0303,2010-06-15 00:00:00,Tuensang,26.205220808755602,94.70882196670561,0
NEG_0304,2010-10-09 00:00:00,Tuensang,26.15890127108435,94.70745330352574,0
NEG_0305,2012-06-25 00:00:00,Tuensang,26.29460470273913,94.65161145231926,0
NEG_0306,2015-08-19 09:00:00,Ukhrul,24.92043328322707,94.32614894598181,0
NEG_0307,2010-04-20 00:00:00,Ukhrul,25.438029149362,94.63848209677,0
NEG_0308,2007-07-26 00:00:00,Ukhrul,25.540272815168688,94.51386138622962,0
NEG_0309,2012-06-03 00:00:00,Ukhrul,25.646690757191877,94.56675234781487,0
NEG_0310,2011-08-05 00:00:00,Ukhrul,24.920004448937352,94.30163478926912,0
NEG_0311,2010-07-06 00:00:00,Ukhrul,25.13996258731159,94.67324123130636,0
NEG_0312,2014-09-21 00:00:00,Ukhrul,25.089592826713403,94.4582126534803,0
NEG_0313,2010-08-15 23:00:00,Ukhrul,25.173415284727096,94.23743284079696,0
